Headline,Primary,Secondary,Date,Day,Month,Year,Sentiment,SentimentPolarity,Emotion,Url
 Police becoming endangered need prayers – IGP ,Education,Health,25-11-22,25,11,2022,Positive,0.5,fear,https://punchng.com/police-becoming-endangered-need-prayers-igp/
 Lagos recorded zero bank robbery in three years – Sanwo-Olu ,Youth Development,Crime,25-11-22,25,11,2022,Neutral,0.0,trust,https://punchng.com/lagos-recorded-zero-bank-robbery-in-three-years-sanwo-olu/
 PDP slams attempt to stop Adeleke’s inauguration ,Power,Youth Development,25-11-22,25,11,2022,Neutral,0.0,anticipation,https://punchng.com/pdp-slams-attempt-to-stop-adelekes-inauguration/
 FG destroys 3000 arms NSA warns against violence ,Power,Youth Development,25-11-22,25,11,2022,Neutral,0.0,anger,https://punchng.com/fg-destroys-3000-arms-nsa-warns-against-violence/
 Alkali Baba’s swagger  Samuel Ortom’s recant ,Power,Youth Development,25-11-22,25,11,2022,Neutral,0.0,0,https://punchng.com/alkali-babas-swagger-samuel-ortoms-recant/
 G5 governors shun Atiku in Abia campaign ,Politics,Education,25-11-22,25,11,2022,Neutral,0.0,anger,https://punchng.com/g5-governors-shun-atiku-in-abia-campaign/
 Flour Mills promotes gender inclusion ,Education,Sports,25-11-22,25,11,2022,Neutral,0.0,trust,https://punchng.com/flour-mills-promotes-gender-inclusion/
 Expert advises domestic airlines to apply as flag carriers ,Aviation,Foreign Affairs,25-11-22,25,11,2022,Neutral,0.0,0,https://punchng.com/expert-advises-domestic-airlines-to-apply-as-flag-carriers/
 1.6 million Nigerians undergoing HIV treatment says NACA ,Education,Youth Development,25-11-22,25,11,2022,Neutral,0.0,0,https://punchng.com/1-6-million-nigerians-undergoing-hiv-treatment-says-naca/
 More opportunities for Fintech growth in Africa ,Education,Environment,25-11-22,25,11,2022,Positive,0.5,anticipation,https://punchng.com/more-opportunities-for-fintech-growth-in-africa/
 Economic downturn hits manufacturers oil services firms ,Petroleum Resources,Education,25-11-22,25,11,2022,Positive,0.2,0,https://punchng.com/economic-downturn-hits-manufacturers-oil-services-firms/
 Northern APC Christian leaders divided over presidential candidates ,Politics,Education,25-11-22,25,11,2022,Neutral,0.0,0,https://punchng.com/northern-apc-christian-leaders-divided-over-presidential-candidates/
 APC rally: Lagos declares alternative routes ,Education,Sports,25-11-22,25,11,2022,Neutral,0.0,0,https://punchng.com/apc-rally-lagos-declares-alternative-routes/
 Step down from presidential race Tinubu tells Atiku ,Politics,Power,26-11-22,26,11,2022,Negative,-0.2,0,https://punchng.com/step-down-from-presidential-race-tinubu-tells-atiku/
 Atiku support groups dump PDP for APC ,Environment,Petroleum Resources,26-11-22,26,11,2022,Neutral,0.0,0,https://punchng.com/atiku-support-groups-dump-pdp-for-apc/
 We won’t allow Ngige ridicule lecturers –ASUU chairman ,Information and Culture,Education,26-11-22,26,11,2022,Neutral,0.0,anger,https://punchng.com/we-wont-allow-ngige-ridicule-lecturers-asuu-chairman/
 Acting more profitable than music  – Oluchi Odii ,Entertainment,Sports,26-11-22,26,11,2022,Positive,0.2,joy,https://punchng.com/acting-more-profitable-than-music-oluchi-odii/
 Atiku in fresh move to resolve PDP crisis ,Legal,Power,26-11-22,26,11,2022,Positive,0.3,sadness,https://punchng.com/atiku-in-fresh-move-to-resolve-pdp-crisis/
 'Surveyors can assist govt in combating crimes' ,Crime,Education,26-11-22,26,11,2022,Neutral,0.0,anticipation,https://punchng.com/surveyors-can-assist-govt-in-combating-crimes/
 Nigeria’s rising inflation consistent with global trend – Emefiele ,Health,Crime,26-11-22,26,11,2022,Positive,0.1,anticipation,https://punchng.com/nigerias-rising-inflation-consistent-with-global-trend-emefiele/
 I will name prosecute oil thieves - Atiku ,Crime,Petroleum Resources,26-11-22,26,11,2022,Neutral,0.0,anger,https://punchng.com/i-will-name-prosecute-oil-thieves-atiku/
 London transport blocks Qatar ads over LGBTQ laws ,Education,Sports,26-11-22,26,11,2022,Neutral,0.0,0,https://punchng.com/london-transport-blocks-qatar-ads-over-lgbtq-laws/
 Flooding: INC threatens to sue FG for negligence ,Health,Power,26-11-22,26,11,2022,Neutral,0.0,sadness,https://punchng.com/flooding-inc-threatens-to-sue-fg-for-negligence/
 Why I can’t get pregnant – BBNaija's Khloe ,Youth Development,Politics,26-11-22,26,11,2022,Positive,0.3,0,https://punchng.com/why-i-cant-get-pregnant-bbnaijas-khloe/
 Suspected ritualists kill two security men in Ondo ,Health,Power,26-11-22,26,11,2022,Neutral,0.0,fear,https://punchng.com/suspected-ritualists-kill-two-security-men-in-ondo/
 Lewandowski scores first goal in World Cup ,Sports,Youth Development,26-11-22,26,11,2022,Positive,0.2,0,https://punchng.com/lewandowski-scores-first-goal-in-world-cup/
 Sokoto: PRP collapses party structures candidates join APC ,Politics,Education,26-11-22,26,11,2022,Neutral,0.0,anticipation,https://punchng.com/sokoto-prp-collapses-party-structures-candidates-join-apc/
 Police bust Asaba syndicate impersonating EFCC extorting youths ,Crime,Sports,26-11-22,26,11,2022,Neutral,0.0,0,https://punchng.com/police-bust-asaba-syndicate-impersonating-efcc-extorting-youths/
 One-year on: P-Square rekindles romance with fans ,Sports,Information and Culture,26-11-22,26,11,2022,Neutral,0.0,anticipation,https://punchng.com/one-year-on-p-square-rekindles-romance-with-fans/
 Demand by South-East for president timely – PDP chieftain  ,Power,Education,26-11-22,26,11,2022,Neutral,0.0,anticipation,https://punchng.com/demand-by-south-east-for-president-timely-pdp-chieftain/
 Nigerian-born stars in Qatar ,Youth Development,Sports,26-11-22,26,11,2022,Neutral,0.0,0,https://punchng.com/nigerian-born-stars-in-qatar/
 NNPP national treasurer dumps party ,Politics,Foreign Affairs,26-11-22,26,11,2022,Neutral,0.0,trust,https://punchng.com/nnpp-national-treasurer-dumps-party/
 Guinness emerges winner of the ADVAN experiential marketing campaign ,Education,Entertainment,26-11-22,26,11,2022,Neutral,0.0,anticipation,https://punchng.com/guinness-emerges-winner-of-the-advan-experiential-marketing-campaign/
 Poverty no longer scares me — Chinedu Ikedieze ,Health,Education,26-11-22,26,11,2022,Neutral,0.0,0,https://punchng.com/poverty-no-longer-scares-me-chinedu-ikedieze/
 Take back Nigeria Obi challenges youths ,Education,Youth Development,26-11-22,26,11,2022,Neutral,0.0,0,https://punchng.com/take-back-nigeria-obi-challenges-youths/
 W'Cup: Saudi coach denies Rolls Royce gifts for team ,Youth Development,Sports,26-11-22,26,11,2022,Neutral,0.0,trust,https://punchng.com/wcup-saudi-coach-denies-rolls-royce-gifts-for-team/
 Nigeria's first Surveyor-General Omoigui is dead ,Health,Education,26-11-22,26,11,2022,Neutral,0.0,0,https://punchng.com/nigerias-first-surveyor-general-omoigui-is-dead/
 Ede agog for Adeleke’s inauguration ,Politics,Youth Development,26-11-22,26,11,2022,Neutral,0.0,anticipation,https://punchng.com/ede-agog-for-adelekes-inauguration/
 Men don’t let girls scatter your bright future ,Youth Development,Education,26-11-22,26,11,2022,Positive,0.4,anticipation,https://punchng.com/men-dont-let-girls-scatter-your-bright-future/
 Fela others honoured at ‘Pan African Legacy Awards’ ,Politics,Education,26-11-22,26,11,2022,Neutral,0.0,0,https://punchng.com/fela-others-honoured-at-pan-african-legacy-awards/
 Ways to spice up your sex life after 40 ,Education,Politics,26-11-22,26,11,2022,Neutral,0.0,anticipation,https://punchng.com/ways-to-spice-up-your-sex-life-after-40/
 FG uncovers 16 illegal polytechnics in Rivers others ,Education,Politics,26-11-22,26,11,2022,Negative,-0.5,anger,https://punchng.com/fg-uncovers-16-illegal-polytechnics-in-rivers-others/
 Shun corruption Lagos CJ tells JSC workers ,Politics,Education,26-11-22,26,11,2022,Neutral,0.0,disgust,https://punchng.com/shun-corruption-lagos-cj-tells-jsc-workers/
 Group decries plea bargaining advocates capital punishment ,Education,Power,26-11-22,26,11,2022,Neutral,0.0,fear,https://punchng.com/group-decries-plea-bargaining-advocates-capital-punishment/
 My marriage...with Kenny K’ore ,Youth Development,Information and Culture,26-11-22,26,11,2022,Neutral,0.0,anticipation,https://punchng.com/my-marriage-with-kenny-kore/
 Making skits pays better than Nollywood — Nons Miraj ,Education,Entertainment,26-11-22,26,11,2022,Positive,0.5,0,https://punchng.com/making-skits-pays-better-than-nollywood-nons-miraj/
 HIV: Group faults poor coverage of infant diagnosis ,Health,Youth Development,26-11-22,26,11,2022,Negative,-0.4,anticipation,https://punchng.com/hiv-group-faults-poor-coverage-of-infant-diagnosis/
 Historians fear identity loss  as youths renounce names ,Crime,Politics,26-11-22,26,11,2022,Neutral,0.0,anger,https://punchng.com/historians-fear-identity-loss-as-youths-renounce-names/
 Osun APC writes police alleges attack on LGAs ,Education,Environment,26-11-22,26,11,2022,Neutral,0.0,fear,https://punchng.com/osun-apc-writes-police-alleges-attack-on-lgas/
 Lawyers demand prosecution of officials behind budget padding ,Defense,Education,26-11-22,26,11,2022,Negative,-0.4,sadness,https://punchng.com/lawyers-demand-prosecution-of-officials-behind-budget-padding/
 Imposition of successors by outgoing govs as threat to democracy ,Power,Politics,26-11-22,26,11,2022,Neutral,0.0,anger,https://punchng.com/imposition-of-successors-by-outgoing-govs-as-threat-to-democracy/
 FG to lift ban on Nigerdock terminal ,Power,Finance,26-11-22,26,11,2022,Neutral,0.0,sadness,https://punchng.com/fg-to-lift-ban-on-nigerdock-terminal/
 Senegal cruise to victory as Qatar crash out ,Aviation,Education,26-11-22,26,11,2022,Neutral,0.0,anticipation,https://punchng.com/senegal-cruise-to-victory-as-qatar-crash-out/
 Adeleke's tenure will usher in growth - Obaseki  ,Education,Power,27-11-22,27,11,2022,Neutral,0.0,anticipation,https://punchng.com/adelekes-tenure-will-usher-in-growth-obaseki/
 Yoruba elders yet to decide on Tinubu Atiku Obi – Ex-YCE secretary general ,Youth Development,Foreign Affairs,27-11-22,27,11,2022,Neutral,0.1,anticipation,https://punchng.com/yoruba-elders-yet-to-decide-on-tinubu-atiku-obi-ex-yce-secretary-general/
 Army disrupts sanitation court in Abia frees offenders ,Education,Health,27-11-22,27,11,2022,Neutral,0.0,anger,https://punchng.com/army-disrupts-sanitation-court-in-abia-frees-offenders/
 Oyinlola monarchs arrive for Adeleke's inauguration ,Power,Youth Development,27-11-22,27,11,2022,Neutral,0.0,anticipation,https://punchng.com/oyinlola-monarchs-arrive-for-adelekes-inauguration/
 Nigeria needs new people-driven constitution to progress– Ozekhome ,Education,Health,27-11-22,27,11,2022,Positive,0.1,0,https://punchng.com/nigeria-needs-new-people-driven-constitution-to-progress-ozekhome/
 Hoodlums kill dismember two Ondo security guards ,Power,Defense,27-11-22,27,11,2022,Neutral,0.0,fear,https://punchng.com/hoodlums-kill-dismember-two-ondo-security-guards/
 Croatia win knocks Canada out of World Cup ,Sports,Youth Development,27-11-22,27,11,2022,Positive,0.8,0,https://punchng.com/croatia-win-knocks-canada-out-of-world-cup/
 Protesters spread across China over ‘zero-COVID’ restrictions ,Power,Politics,27-11-22,27,11,2022,Neutral,0.0,0,https://punchng.com/protesters-spread-across-china-over-zero-covid-restrictions/
 Rush to leave Nigeria misplaced priority - Rights lawyer ,Legal,Education,27-11-22,27,11,2022,Negative,-0.2,sadness,https://punchng.com/rush-to-leave-nigeria-misplaced-priority-rights-lawyer/
 Nigeria's security system must be decentralised - Akeredolu ,Education,Health,27-11-22,27,11,2022,Neutral,0.0,trust,https://punchng.com/nigerias-security-system-must-be-decentralised-akeredolu/
 Fire guts INEC office in Ebonyi ,Power,Politics,27-11-22,27,11,2022,Neutral,0.0,anticipation,https://punchng.com/fire-guts-inec-office-in-ebonyi/
 Buhari's aide celebrates Ningi's dumping of NNPP  ,Education,Power,27-11-22,27,11,2022,Neutral,0.0,0,https://punchng.com/buharis-aide-celebrates-ningis-dumping-of-nnpp/
 Lagos generating highest revenue from cooperatives — CFN ,Education,Power,27-11-22,27,11,2022,Neutral,0.0,anticipation,https://punchng.com/lagos-generating-highest-revenue-from-cooperatives-cfn/
 Dangote plans fresh 300000 jobs for Nigerians ,Education,Health,27-11-22,27,11,2022,Positive,0.3,0,https://punchng.com/dangote-plans-fresh-300000-jobs-for-nigerians/
 World Cup: Belgium missing Lukaku says Okocha ,Youth Development,Sports,27-11-22,27,11,2022,Negative,-0.2,fear,https://punchng.com/world-cup-belgium-missing-lukaku-says-okocha/
 Corruption kills enterprise professionalism – Obi ,Crime,Education,27-11-22,27,11,2022,Neutral,0.0,0,https://punchng.com/corruption-kills-enterprise-professionalism-obi/
 Osun: Adeleke makes first appointments ,Education,Administrative,27-11-22,27,11,2022,Positive,0.2,0,https://punchng.com/osun-adeleke-makes-first-appointments/
 Fuel queues worsen in Lagos Ogun reduce in Abuja ,Finance,Education,27-11-22,27,11,2022,Neutral,0.0,0,https://punchng.com/fuel-queues-worsen-in-lagos-ogun-reduce-in-abuja/
 Atiku will solve oil problem - Campaign council ,Crime,Finance,27-11-22,27,11,2022,Neutral,0.0,fear,https://punchng.com/atiku-will-solve-oil-problem-campaign-council/
 People opposed to criticism may have personality disorder – Physician ,Politics,Education,27-11-22,27,11,2022,Neutral,0.0,sadness,https://punchng.com/people-opposed-to-criticism-may-have-personality-disorder-physician/
 African firms’ hacked data sold for $2100 ,Health,Information and Culture,27-11-22,27,11,2022,Neutral,0.0,0,https://punchng.com/african-firms-hacked-data-sold-for-2100/
 Speaker decries poor healthcare in Osun community ,Education,Health,27-11-22,27,11,2022,Negative,-0.4,anticipation,https://punchng.com/speaker-decries-poor-healthcare-in-osun-community/
 Nigeria maternal mortality  rate too high – SOGON ,Youth Development,Health,27-11-22,27,11,2022,Positive,0.2,sadness,https://punchng.com/nigeria-maternal-mortality-rate-too-high-sogon/
 Unregistered PoS agents responsible  for fraud says association ,Crime,Youth Development,27-11-22,27,11,2022,Positive,0.2,trust,https://punchng.com/unregistered-pos-agents-responsible-for-fraud-says-association/
 Illegal pipelines: SERAP drags FG to ECOWAS court ,Legal,Youth Development,27-11-22,27,11,2022,Negative,-0.5,anger,https://punchng.com/illegal-pipelines-serap-drags-fg-to-ecowas-court/
 I look forward to governing Osun again - Oyetola ,Education,Finance,27-11-22,27,11,2022,Neutral,0.0,anticipation,https://punchng.com/i-look-forward-to-governing-osun-again-oyetola/
 NASENI plans big for inventors ,Sports,Power,27-11-22,27,11,2022,Neutral,0.0,0,https://punchng.com/naseni-plans-big-for-inventors/
 2984 ex-militants on scholarship says PAP administrator ,Education,Politics,27-11-22,27,11,2022,Neutral,0.0,joy,https://punchng.com/2984-ex-militants-on-scholarship-says-pap-administrator/
 It’s now easier to promote music  —African China ,Health,Education,27-11-22,27,11,2022,Neutral,0.0,joy,https://punchng.com/its-now-easier-to-promote-music-african-china/
 Doherty promises to tackle Lagos louts area boys ,Education,Sports,27-11-22,27,11,2022,Neutral,0.0,anger,https://punchng.com/doherty-promises-to-tackle-lagos-louts-area-boys/
 Two arrested prosecuted for 468 PVCs possession ,Crime,Power,27-11-22,27,11,2022,Neutral,0.0,anger,https://punchng.com/two-arrested-prosecuted-for-468-pvcs-possession/
 Environmental advocates worry as plastic waste pollutes Lagos beaches threatens marine life ,Environment,Health,27-11-22,27,11,2022,Negative,-0.2,sadness,https://punchng.com/environmental-advocates-worry-as-plastic-waste-pollutes-lagos-beaches-threatens-marine-life/
 Why I kidnapped minor - 12-year-old suspect confesses ,Youth Development,Information and Culture,27-11-22,27,11,2022,Negative,-0.1,fear,https://punchng.com/why-i-kidnapped-minor-12-year-old-suspect-confesses/
 Osun: Adeleke deputy take oath of office ,Politics,Education,27-11-22,27,11,2022,Neutral,0.0,trust,https://punchng.com/osun-adeleke-deputy-take-oath-of-office/
 Homosexual arrested for sodomising killing five-year-old in Ogun ,Youth Development,Crime,27-11-22,27,11,2022,Neutral,0.0,anger,https://punchng.com/homosexual-arrested-for-sodomising-killing-five-year-old-in-ogun/
 PDP plotting attack on councils Osun APC alleges ,Power,Education,27-11-22,27,11,2022,Neutral,0.0,anger,https://punchng.com/pdp-plotting-attack-on-councils-osun-apc-alleges/
 Apple Google face UK browser probe ,Youth Development,Health,27-11-22,27,11,2022,Neutral,0.0,0,https://punchng.com/apple-google-face-uk-browser-probe/
 Naija Star Search contestants in final battle for N10m ,Youth Development,Entertainment,27-11-22,27,11,2022,Neutral,0.0,anger,https://punchng.com/naija-star-search-contestants-in-final-battle-for-n10m/
 I’ll privatise refineries end oil theft –Atiku ,Power,Health,27-11-22,27,11,2022,Neutral,0.0,anger,https://punchng.com/ill-privatise-refineries-end-oil-theft-atiku/
 Wike’s executive orders undemocratic says group ,Power,Legislative,27-11-22,27,11,2022,Neutral,0.0,0,https://punchng.com/wikes-executive-orders-undemocratic-says-group/
 5G launch others push telecoms loan to N1.24tn ,Finance,Education,28-11-22,28,11,2022,Neutral,0.0,anticipation,https://punchng.com/5g-launch-others-push-telecoms-loan-to-n1-24tn/
 Atiku Tinubu’s aides clash over APC rally gaffe ,Politics,Education,28-11-22,28,11,2022,Neutral,0.0,anger,https://punchng.com/atiku-tinubus-aides-clash-over-apc-rally-gaffe/
 Eight directors shortlisted as Accountant-General ,Finance,Foreign Affairs,28-11-22,28,11,2022,Neutral,0.0,0,https://punchng.com/eight-directors-shortlisted-as-accountant-general/
 Digital governance will improve lives of Nigerians  — Pantami ,Education,Health,28-11-22,28,11,2022,Neutral,0.0,anticipation,https://punchng.com/digital-governance-will-improve-lives-of-nigerians-pantami/
 Delta retirees protest unpaid pension barricade govt house ,Education,Politics,28-11-22,28,11,2022,Positive,0.2,sadness,https://punchng.com/delta-retirees-protest-unpaid-pension-barricade-govt-house/
 Chinese police beat arrest BBC journalist covering Covid protests ,Crime,Politics,28-11-22,28,11,2022,Negative,-0.0,anticipation,https://punchng.com/chinese-police-beat-arrest-bbc-journalist-covering-covid-protests/
 Abia APC gov candidate kicks off campaign ,Politics,Education,28-11-22,28,11,2022,Neutral,0.0,anticipation,https://punchng.com/abia-apc-gov-candidate-kicks-off-campaign/
 How rising inflation insecurity overwhelm Buhari’s development efforts ,Education,Health,28-11-22,28,11,2022,Neutral,0.0,sadness,https://punchng.com/how-rising-inflation-insecurity-overwhelm-buharis-development-efforts/
 A'Ibom commissioner denies discrediting gov alleges blackmail ,Politics,Power,28-11-22,28,11,2022,Neutral,0.0,anger,https://punchng.com/aibom-commissioner-denies-discrediting-gov-alleges-blackmail/
 Obasanjo settles Uzodimma Ohakim’s rift preaches peace ,Justice,Politics,28-11-22,28,11,2022,Neutral,0.0,sadness,https://punchng.com/obasanjo-settles-uzodimma-ohakims-rift-preaches-peace/
 OctaFX and KIR Foundation join forces to help children in Nigeria get back to school ,Education,Youth Development,28-11-22,28,11,2022,Neutral,0.0,anticipation,https://punchng.com/octafx-and-kir-foundation-join-forces-to-help-children-in-nigeria-get-back-to-school/
 Adeleke reverses Oyetola’s appointments says action malicious ,Power,Administrative,28-11-22,28,11,2022,Positive,0.1,anticipation,https://punchng.com/adeleke-reverses-oyetolas-appointments-says-action-malicious/
 70% legislators won’t return in 2023 says ex-REC ,Youth Development,Power,28-11-22,28,11,2022,Neutral,0.0,0,https://punchng.com/70-legislators-wont-return-in-2023-says-ex-rec/
 Safety security concerns as Ekiti Assembly impeachment saga worsens ,Health,Education,28-11-22,28,11,2022,Neutral,0.0,sadness,https://punchng.com/safety-security-concerns-as-ekiti-assembly-impeachment-saga-worsens/
 Police arrest two in possession of 468 PVCs ,Crime,Power,28-11-22,28,11,2022,Negative,-0.1,sadness,https://punchng.com/police-arrest-two-in-possession-of-468-pvcs/
 Parks agency hails Sanwo-Olu for leader’s appointment ,Education,Power,28-11-22,28,11,2022,Neutral,0.0,anticipation,https://punchng.com/parks-agency-hails-sanwo-olu-for-leaders-appointment/
 Protect real estate sector from risks — Regulatory authority ,Health,Legal,28-11-22,28,11,2022,Positive,0.2,anticipation,https://punchng.com/protect-real-estate-sector-from-risks-regulatory-authority/
 FG borrows N24tn from CBN amid fiscal risks ,Finance,Health,28-11-22,28,11,2022,Neutral,0.0,0,https://punchng.com/fg-borrows-n24tn-from-cbn-amid-fiscal-risks/
 Abuja-Kaduna rail: Expect increase in fare says minister ,Education,Youth Development,28-11-22,28,11,2022,Neutral,0.0,anger,https://punchng.com/abuja-kaduna-rail-expect-increase-in-fare-says-minister/
 Soldiers rescue nine kidnap victims in Kaduna ,Youth Development,Crime,28-11-22,28,11,2022,Neutral,0.0,surprise,https://punchng.com/soldiers-rescue-nine-kidnap-victims-in-kaduna/
 Delta debt profile stands at N272bn — Finance commissioner ,Finance,Education,28-11-22,28,11,2022,Neutral,0.0,sadness,https://punchng.com/delta-debt-profile-stands-at-n272bn-finance-commissioner/
 I took no bank loan left N14bn – Oyetola ,Finance,Education,28-11-22,28,11,2022,Neutral,0.0,trust,https://punchng.com/i-took-no-bank-loan-left-n14bn-oyetola/
 Portugal beat Uruguay 2-0 to reach W’Cup last 16 ,Youth Development,Legal,28-11-22,28,11,2022,Neutral,0.0,0,https://punchng.com/portugal-beat-uruguay-2-0-to-reach-wcup-last-16/
 'Trade between UK Nigeria stands at £5.5bn' ,Education,Politics,28-11-22,28,11,2022,Neutral,0.0,0,https://punchng.com/trade-between-uk-nigeria-stands-at-5-5bn/
 Ekiti monarchs intervene in Assembly crisis ,Power,Politics,28-11-22,28,11,2022,Neutral,0.0,sadness,https://punchng.com/ekiti-monarchs-intervene-in-assembly-crisis/
 Bauchi man allegedly kills friend over beer ,Youth Development,Power,28-11-22,28,11,2022,Negative,-0.1,joy,https://punchng.com/bauchi-man-allegedly-kills-friend-over-beer/
 Maxus Autos debuts with Mikano Motors ,Sports,Power,28-11-22,28,11,2022,Neutral,0.0,0,https://punchng.com/maxus-autos-debuts-with-mikano-motors/
 IGP orders distribution of weapons for 2023 elections ,Power,Education,28-11-22,28,11,2022,Neutral,0.0,0,https://punchng.com/igp-orders-distribution-of-weapons-for-2023-elections/
 Stakeholders seek change ahead Nigeria Olympic Committee poll ,Education,Sports,28-11-22,28,11,2022,Neutral,0.0,anticipation,https://punchng.com/stakeholders-seek-change-ahead-nigeria-olympic-committee-poll/
 FCT minister reduces telcos RoW charges by 90% ,Youth Development,Education,28-11-22,28,11,2022,Neutral,0.0,0,https://punchng.com/fct-minister-reduces-telcos-row-charges-by-90/
 Technology crucial to real estate operations — Stakeholders ,Education,Environment,28-11-22,28,11,2022,Positive,0.1,anticipation,https://punchng.com/technology-crucial-to-real-estate-operations-stakeholders/
 FG pledges skills development to deepen $420bn economy ,Education,Finance,28-11-22,28,11,2022,Neutral,0.0,trust,https://punchng.com/fg-pledges-skills-development-to-deepen-420bn-economy/
 Nigerians eager for 2023 change ,Power,Foreign Affairs,28-11-22,28,11,2022,Neutral,0.0,anticipation,https://punchng.com/nigerians-eager-for-2023-change/
 N2tn indirect taxes paid in nine months – Report ,Education,Youth Development,28-11-22,28,11,2022,Neutral,0.0,0,https://punchng.com/n2tn-indirect-taxes-paid-in-nine-months-report/
 Rivers United know Confed Cup foes Dec 12 ,Politics,Power,28-11-22,28,11,2022,Neutral,0.0,0,https://punchng.com/rivers-united-know-confed-cup-foes-dec-12/
 Atiku's support groups deny joining APC ,Education,Information and Culture,28-11-22,28,11,2022,Neutral,0.0,anger,https://punchng.com/atikus-support-groups-deny-joining-apc/
 Hoodlums burn Ebonyi INEC office ,Power,Crime,28-11-22,28,11,2022,Neutral,0.0,0,https://punchng.com/hoodlums-burn-ebonyi-inec-office/
 WHO renames monkeypox as ‘mpox’ ,Information and Culture,Youth Development,28-11-22,28,11,2022,Neutral,0.0,0,https://punchng.com/who-renames-monkeypox-as-mpox/
 US woman who killed sons 'obsessed with demons' - Family ,Youth Development,Politics,28-11-22,28,11,2022,Negative,-0.3,0,https://punchng.com/us-woman-who-killed-sons-obsessed-with-demons-family/
 Adeleke suspends OSIEC chairman members ,Finance,Sports,28-11-22,28,11,2022,Neutral,0.0,anticipation,https://punchng.com/breaking-adeleke-suspends-osiec-chairman-members/
 UK condemns China for BBC journalist's arrest ,Politics,Crime,28-11-22,28,11,2022,Negative,-0.1,anticipation,https://punchng.com/uk-condemns-china-for-bbc-journalists-arrest/
 We can recover but attacks must stop — INEC ,Information and Culture,Youth Development,28-11-22,28,11,2022,Neutral,0.0,0,https://punchng.com/we-can-recover-but-attacks-must-stop-inec/
 Adeleke sacks three monarchs orders staff audit ,Administrative,Education,28-11-22,28,11,2022,Neutral,0.0,0,https://punchng.com/breaking-adeleke-dethrones-three-monarchs-orders-staff-audit/
 Ghana beat S'Korea 3-2 keep W'Cup hopes alive ,Youth Development,Sports,28-11-22,28,11,2022,Positive,0.1,anticipation,https://punchng.com/ghana-beat-skorea-3-2-keep-wcup-hopes-alive/
 Nigeria has sufficient food to feed nation – FG ,Health,Petroleum Resources,28-11-22,28,11,2022,Neutral,0.0,trust,https://punchng.com/nigeria-has-sufficient-food-to-feed-nation-fg/
 APC presents flags to 41 candidates in Oyo ,Politics,Youth Development,28-11-22,28,11,2022,Neutral,0.0,0,https://punchng.com/apc-presents-flags-to-41-candidates-in-oyo/
 Buhari's in-law quits APC cites impunity injustice  ,Politics,Education,28-11-22,28,11,2022,Neutral,0.0,anger,https://punchng.com/buharis-in-law-quits-apc-cites-impunity-injustice/
 Full text: Adeleke's inaugural speech as Osun governor ,Education,Legislative,28-11-22,28,11,2022,Positive,0.3,anticipation,https://punchng.com/full-text-adelekes-inaugural-speech-as-osun-governor/
 Tinubu documentary: APC disowns apology to Donald Duke ,Youth Development,Politics,29-11-22,29,11,2022,Neutral,0.0,anticipation,https://punchng.com/tinubu-documentary-apc-disowns-apology-to-donald-duke/
 Osun: Police arrest suspects of motor park attacks ,Crime,Power,29-11-22,29,11,2022,Negative,-0.1,sadness,https://punchng.com/osun-police-arrest-suspects-of-motor-park-attacks/
 Digital insurance firm wins Insurtech awards ,Sports,Education,29-11-22,29,11,2022,Neutral,0.0,0,https://punchng.com/digital-insurance-firm-wins-insurtech-awards/
 'INEC will reprint burnt PVCs in two days' ,Information and Culture,Power,29-11-22,29,11,2022,Neutral,0.0,sadness,https://punchng.com/inec-will-reprint-burnt-pvcs-in-two-days/
 Don't abuse power Mr Macaroni tells Aisha Buhari ,Power,Youth Development,29-11-22,29,11,2022,Neutral,0.0,anger,https://punchng.com/dont-abuse-power-mr-macaroni-tells-aisha-buhari/
 Brexit: 4000 EU doctors leave Britain study finds ,Politics,Education,29-11-22,29,11,2022,Neutral,0.0,sadness,https://punchng.com/brexit-4000-eu-doctors-leave-britain-study-finds/
 Outage in Hungary stadiums theatres amid energy crisis ,Power,Politics,29-11-22,29,11,2022,Neutral,0.0,sadness,https://punchng.com/outage-in-hungary-stadiums-theatres-amid-energy-crisis/
 Anambra LGs pay salaries pensions to 'ghost workers' — Commission ,Education,Health,29-11-22,29,11,2022,Neutral,0.0,anticipation,https://punchng.com/anambra-lgs-pay-salaries-pensions-to-ghost-workers-commission/
 Kano bans tricycle operations on major roads ,Transportation,Education,29-11-22,29,11,2022,Neutral,0.1,anticipation,https://punchng.com/kano-bans-tricycle-operations-on-major-roads/
 APC Assembly tackle Adeleke governor sacks 12000 workers ,Education,Power,29-11-22,29,11,2022,Neutral,0.0,anger,https://punchng.com/apc-assembly-tackle-adeleke-governor-sacks-12000-workers/
 Terrorists attack Katsina DPO family kill brother mother ,Youth Development,Education,29-11-22,29,11,2022,Neutral,0.0,sadness,https://punchng.com/terrorists-attack-katsina-dpo-family-kill-brother-mother/
 US beat Iran 1-0 meet Netherlands in knockouts ,Sports,Youth Development,29-11-22,29,11,2022,Neutral,0.0,0,https://punchng.com/us-beat-iran-1-0-meet-netherlands-in-knockouts/
 Nigeria-Canary: Three stowaways found on ship rudder ,Youth Development,Power,29-11-22,29,11,2022,Neutral,0.0,joy,https://punchng.com/nigeria-canary-three-stowaways-found-on-ship-rudder/
